Title,Publication Date,URL,Summary,Author,Section,Tags,Cleaned_Summary
"Josh Shapiro, a V.P. Contender, Criticized U.S. Steel Takeover and Defended His Tax Cuts",2024-07-30T16:59:54+0000,https://www.nytimes.com/2024/07/30/us/politics/shapiro-vice-president-taxes.html,"The proposed acquisition of the American company by Japan’s Nippon Steel has become a sensitive political matter, with both President Biden and Donald J. Trump decrying the deal.",By Alan Rappeport,U.S.,"Presidential Election of 2024, Mergers, Acquisitions and Divestitures, Steel and Iron, Foreign Investments, United States Economy, Elections, Governors, Committee on Foreign Investment in the United States (CFIUS), Nippon Steel Corporation, United States Steel Corporation, Harris, Kamala D, Shapiro, Josh (1973- ), Yellen, Janet L",proposed acquisition american company japan nippon steel become sensitive political matter president biden donald trump decrying deal
Trump Attacks Harris as ‘Radical’ in First Rally Since Her Ascent,2024-07-24T23:28:49+0000,https://www.nytimes.com/2024/07/24/us/politics/trump-rally-kamala-harris.html,The Trump campaign has sought to tie Vice President Kamala Harris to unpopular Biden administration policies and paint her as too liberal for independent or moderate voters.,By Michael Gold,U.S.,"Presidential Election of 2024, Trump, Donald J, Harris, Kamala D, Charlotte (NC), Republican Party, United States Politics and Government",trump campaign sought tie vice president kamala harris unpopular biden administration policies paint liberal independent moderate voters
Democratic Delegates See Harris as the Strongest Candidate Against Trump,2024-07-23T20:17:30+0000,https://www.nytimes.com/2024/07/23/us/politics/kamala-harris-delegates-vp.html,"With Vice President Kamala Harris locking up support, interviews with Democratic National Committee delegates indicated there was no consensus over whom she should pick as a running mate.","By Adam Nagourney, Charlie Smart and Christine Zhang",U.S.,"Presidential Election of 2024, Polls and Public Opinion, Democratic National Convention, Democratic National Committee, Democratic Party, Biden, Joseph R Jr, Harris, Kamala D, Kelly, Mark E (1964- ), Shapiro, Josh (1973- ), Trump, Donald J",vice president kamala harris locking support interviews democratic national committee delegates indicated consensus pick running mate
Why Republicans Keep Calling Kamala Harris the ‘Border Czar’,2024-07-18T03:49:54+0000,https://www.nytimes.com/2024/07/17/us/politics/kamala-harris-border-czar.html,The misleading phrase is meant to underscore one of the thorniest issues in her portfolio: immigration.,By Jazmine Ulloa and Nicholas Nehamas,U.S.,"Harris, Kamala D, United States Politics and Government, Presidential Election of 2024, Republican National Convention, Republican Party, Immigration and Emigration",misleading phrase meant underscore one thorniest issues portfolio immigration
A Lot Has Changed for Women Since 2016. What Does That Mean for Kamala Harris?,2024-07-22T23:57:34+0000,https://www.nytimes.com/2024/07/22/us/kamala-harris-women-voters.html,"Voters eager to elect the first female president pointed to anger over a loss of abortion rights, but also acknowledged a fear that sexism would remain difficult for Ms. Harris to overcome.","By Patricia Mazzei, Jenna Russell, Richard Fausset and Christina Morales",U.S.,"Harris, Kamala D, Women and Girls, Voting and Voters, Polls and Public Opinion, Democratic Party, Presidential Election of 2024, United States Politics and Government, Discrimination, Abortion",voters eager elect first female president pointed anger loss abortion rights also acknowledged fear sexism would remain difficult harris overcome
"Where Kamala Harris Stands on the Issues: Abortion, Immigration and More",2024-07-21T18:21:07+0000,https://www.nytimes.com/2024/07/21/us/politics/kamala-harris-abortion-immigration-economy-israel.html,She wants to protect the right to abortion nationally. Here’s what else to know about her positions.,By Maggie Astor,U.S.,"Harris, Kamala D, Presidential Election of 2024, Abortion, Global Warming, Immigration and Emigration, Democratic Party",wants protect right abortion nationally else know positions
Border Arrests in July Drop to Low Under Biden,2024-07-31T23:47:17+0000,https://www.nytimes.com/2024/07/31/us/politics/border-arrests-crossings-july.html,"The total is expected to come in under 60,000 for the month, a precipitous fall from a peak of 250,000 in December, after President Biden imposed stricter border measures.",By Hamed Aleaziz,U.S.,"Illegal Immigration, United States Politics and Government, Presidential Election of 2024, Immigration and Emigration, Immigration Detention, Deportation, Customs and Border Protection (US), Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J",total expected come month precipitous fall peak december president biden imposed stricter border measures
Harris Commends Biden’s Record at N.C.A.A. White House Event,2024-07-22T16:16:46+0000,https://www.nytimes.com/video/us/politics/100000009585765/harris-biden-beau.html,"A day after being endorsed by President Biden, Vice President Kamala Harris spoke at an event celebrating N.C.A.A. champions where she praised Biden and spoke fondly about her friendship with Beau Biden.",By The New York Times,U.S.,"Presidential Election of 2024, Harris, Kamala D, Biden, Joseph R Jr, Endorsements, United States Politics and Government, National Collegiate Athletic Assn, Biden, Joseph R III",day endorsed president biden vice president kamala harris spoke event celebrating champions praised biden spoke fondly friendship beau biden
Chuck Schumer and Hakeem Jeffries Back Harris After Hanging Back,2024-07-23T17:37:07+0000,https://www.nytimes.com/2024/07/23/us/politics/schumer-jeffries-endorse-harris.html,"Mr. Schumer and Mr. Jeffries, the two top Democrats in Congress, endorsed Vice President Kamala Harris as the party’s nominee after a process that played out “from the grass roots, bottom up.”",By Catie Edmondson and Maya C. Miller,U.S.,"Presidential Election of 2024, Schumer, Charles E, Jeffries, Hakeem, Harris, Kamala D",schumer jeffries two top democrats congress endorsed vice president kamala harris party nominee process played grass roots bottom
"Whitmer, Buttigieg and the Veeps Who Might Have Been",2024-08-01T16:00:02+0000,https://www.nytimes.com/2024/08/01/opinion/vice-president-whitmer-buttigieg.html,There’s only so much trailblazing Kamala Harris can be expected to do.,By Frank Bruni,Opinion,"Harris, Kamala D, Presidential Election of 2024, Vice Presidents and Vice Presidency (US), Buttigieg, Pete (1982- ), Raimondo, Gina M, Whitmer, Gretchen, Shapiro, Josh (1973- ), Beshear, Andrew G (1977- ), Kelly, Mark E (1964- )",much trailblazing kamala harris expected
"Though Critical on Gaza, Trump Cites Good Relations With Netanyahu",2024-07-26T21:30:10+0000,https://www.nytimes.com/2024/07/26/world/middleeast/israel-hamas-gaza-trump-netanyahu.html,"The former president met with the Israeli leader in Florida, a day after his main opponent, Vice President Kamala Harris, and he both criticized Israel’s conduct of the war.",By Michael Gold and Matthew Mpoke Bigg,World,"Israel-Gaza War (2023- ), United States International Relations, Presidential Election of 2024, Hamas, Trump, Donald J, Netanyahu, Benjamin, Harris, Kamala D, Biden, Joseph R Jr, Trudeau, Justin, Albanese, Anthony (1963- ), Palestinians, Gaza Strip, Israel, United States, Australia, Canada, New Zealand, Luxon, Christopher, Peace Process, Civilian Casualties",former president met israeli leader florida day main opponent vice president kamala harris criticized israel conduct war
"On Economic Policy, Harris Has Played Limited Role",2024-07-24T17:21:07+0000,https://www.nytimes.com/2024/07/24/us/politics/kamala-harris-economic-policy.html,"President Biden has not given his vice president an expansive economic portfolio. But she has engaged on issues of small-business lending, help for parents and more.","By Jim Tankersley, Jeanna Smialek and Ana Swanson",U.S.,"Harris, Kamala D, United States Economy, United States Politics and Government, Presidential Election of 2024, Small Business, Labor and Jobs, Inflation (Economics), International Trade and World Market",president biden given vice president expansive economic portfolio engaged issues lending help parents
Why 2024 Is So San Francisco,2024-07-30T22:29:22+0000,https://www.nytimes.com/2024/07/30/us/politics/harris-trump-san-francisco-voting-election.html,"The city’s leaders are forged in a mix of wealth, diversity and a good bit of political nastiness.",By Heather Knight,U.S.,"Politics and Government, Elections, Trump, Donald J, Harris, Kamala D, Presidential Election of 2024",city leaders forged mix wealth diversity good bit political nastiness
Trump Says He Is Willing to Debate Harris Multiple Times,2024-07-23T19:44:45+0000,https://www.nytimes.com/2024/07/23/us/politics/trump-kamala-harris-debate.html,"But for the second time since President Biden dropped out of the race, he indicated he didn’t want the debate to be held by ABC News.",By Michael Gold,U.S.,"Trump, Donald J, Harris, Kamala D, Debates (Political), Presidential Election of 2024, ABC News, Biden, Joseph R Jr, United States Politics and Government",second time since president biden dropped race indicated want debate held abc news
The Harris Campaign Begins,2024-07-23T10:28:45+0000,https://www.nytimes.com/2024/07/23/briefing/kamala-harris-election.html,The Democratic Party’s biggest weaknesses — and how they offer Kamala Harris an opportunity.,By David Leonhardt,Briefing,"internal-storyline-no, Presidential Election of 2024, Harris, Kamala D, Biden, Joseph R Jr",democratic party biggest weaknesses offer kamala harris opportunity
"Pelosi Endorses Harris, Ending Speculation She Would Push for Open Primary",2024-07-22T18:29:21+0000,https://www.nytimes.com/2024/07/22/us/politics/pelosi-harris-endorsement.html,"Before President Biden dropped out, the former House speaker had told her some colleagues privately that if he were to do so, she would favor a competitive primary.",By Annie Karni,U.S.,"Pelosi, Nancy, Harris, Kamala D, Endorsements, United States Politics and Government, Presidential Election of 2024, House of Representatives",president biden dropped former house speaker told colleagues privately would favor competitive primary
"For Black Voters, Harris Reshapes Views of 2024 Race but Renews Old Fears",2024-07-24T09:05:07+0000,https://www.nytimes.com/2024/07/24/us/kamala-harris-black-voters.html,"In interviews around the country, Black voters voiced enthusiasm for the reshaped campaign. They also worried about how a polarized country would see it.","By Jeremy W. Peters, Audra D. S. Burch and Clyde McGrady",U.S.,"Harris, Kamala D, Presidential Election of 2024, Democratic Party, Black People, Blacks, Race and Ethnicity, Polls and Public Opinion, United States Politics and Government, Discrimination, Biden, Joseph R Jr, Trump, Donald J",interviews around country black voters voiced enthusiasm reshaped campaign also worried polarized country would see
"Harris Steps Into the Spotlight, Reintroducing Herself on Her Own Terms",2024-07-22T20:40:05+0000,https://www.nytimes.com/2024/07/22/us/politics/kamala-harris-campaign.html,Vice President Kamala Harris scooped up endorsements and wasted no time starting to build her new profile as the presumptive nominee and the new hope for defeating former President Donald J. Trump.,By Erica L. Green and Zolan Kanno-Youngs,U.S.,"Presidential Election of 2024, United States Politics and Government, Democratic Party, Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J",vice president kamala harris scooped endorsements wasted time starting build new profile presumptive nominee new hope defeating former president donald trump
